"","X","Participant.Private.ID","Participant.Status","Task.Name","branch.53l8","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability"
"1424",18388,5825244,"complete","block b","nonreaders","trial",21,3576,1,0,"valid","valid","nonreaders"
"1425",18400,5825244,"complete","block b","nonreaders","trial",22,6441,1,0,"valid","valid","nonreaders"
"1426",18412,5825244,"complete","block b","nonreaders","trial",23,5460,1,1,"valid","valid","nonreaders"
"1427",18442,5807521,"complete","block b","nonreaders","trial",1,2022.8,1,0,"neutral","neutral","nonreaders"
"1428",18454,5807521,"complete","block b","nonreaders","trial",2,4023.2,1,0,"valid","valid","nonreaders"
"1429",18466,5807521,"complete","block b","nonreaders","trial",3,3764.9,1,1,"valid","valid","nonreaders"
"1430",18478,5807521,"complete","block b","nonreaders","trial",4,3166.7,1,1,"valid","valid","nonreaders"
"1431",18490,5807521,"complete","block b","nonreaders","trial",5,1957.3,1,1,"neutral","neutral","nonreaders"
"1432",18502,5807521,"complete","block b","nonreaders","trial",6,1629.2,1,0,"valid","valid","nonreaders"
"1433",18514,5807521,"complete","block b","nonreaders","trial",7,3697.2,1,0,"valid","valid","nonreaders"
"1434",18526,5807521,"complete","block b","nonreaders","trial",8,2555.5,1,0,"invalid","invalid","nonreaders"
"1435",18538,5807521,"complete","block b","nonreaders","trial",9,2636.6,1,1,"valid","valid","nonreaders"
"1436",18550,5807521,"complete","block b","nonreaders","trial",10,2069.6,1,0,"invalid","invalid","nonreaders"
"1437",18562,5807521,"complete","block b","nonreaders","trial",11,2374.6,1,1,"valid","valid","nonreaders"
"1438",18574,5807521,"complete","block b","nonreaders","trial",12,2812.8,1,1,"valid","valid","nonreaders"
"1439",18586,5807521,"complete","block b","nonreaders","trial",13,1988.8,1,0,"neutral","neutral","nonreaders"
"1440",18598,5807521,"complete","block b","nonreaders","trial",14,2751.4,1,1,"valid","valid","nonreaders"
"1441",18610,5807521,"complete","block b","nonreaders","trial",15,7203,1,0,"valid","valid","nonreaders"
"1442",18622,5807521,"complete","block b","nonreaders","trial",16,3150.6,1,0,"invalid","invalid","nonreaders"
"1443",18634,5807521,"complete","block b","nonreaders","trial",17,3179.8,1,1,"neutral","neutral","nonreaders"
"1444",18646,5807521,"complete","block b","nonreaders","trial",18,3293.3,1,0,"valid","valid","nonreaders"
"1445",18658,5807521,"complete","block b","nonreaders","trial",19,2188.5,1,1,"valid","valid","nonreaders"
"1446",18670,5807521,"complete","block b","nonreaders","trial",20,2282.5,1,1,"valid","valid","nonreaders"
"1447",18682,5807521,"complete","block b","nonreaders","trial",21,2585.5,1,1,"invalid","invalid","nonreaders"
"1448",18694,5807521,"complete","block b","nonreaders","trial",22,4198.8,1,0,"valid","valid","nonreaders"
"1449",18706,5807521,"complete","block b","nonreaders","trial",23,8537.2,1,0,"valid","valid","nonreaders"
"1450",18736,5772980,"complete","block b","nonreaders","trial",1,19899,1,1,"invalid","invalid","nonreaders"
"1451",18748,5772980,"complete","block b","nonreaders","trial",2,4651,1,1,"neutral","neutral","nonreaders"
"1452",18760,5772980,"complete","block b","nonreaders","trial",3,4202,1,0,"valid","valid","nonreaders"
"1453",18772,5772980,"complete","block b","nonreaders","trial",4,2079,1,0,"neutral","neutral","nonreaders"
"1454",18784,5772980,"complete","block b","nonreaders","trial",5,2984,1,1,"valid","valid","nonreaders"
"1455",18796,5772980,"complete","block b","nonreaders","trial",6,7887,1,1,"valid","valid","nonreaders"
"1456",18808,5772980,"complete","block b","nonreaders","trial",7,8196,1,0,"valid","valid","nonreaders"
"1457",18820,5772980,"complete","block b","nonreaders","trial",8,2873,1,0,"valid","valid","nonreaders"
"1458",18832,5772980,"complete","block b","nonreaders","trial",9,3356,1,1,"valid","valid","nonreaders"
"1459",18844,5772980,"complete","block b","nonreaders","trial",10,3235,1,1,"neutral","neutral","nonreaders"
"1460",18856,5772980,"complete","block b","nonreaders","trial",11,2208,1,1,"valid","valid","nonreaders"
"1461",18868,5772980,"complete","block b","nonreaders","trial",12,2408,1,0,"neutral","neutral","nonreaders"
"1462",18880,5772980,"complete","block b","nonreaders","trial",13,5043,1,1,"valid","valid","nonreaders"
"1463",18892,5772980,"complete","block b","nonreaders","trial",14,4569,1,1,"invalid","invalid","nonreaders"
"1464",18904,5772980,"complete","block b","nonreaders","trial",15,5126,1,1,"invalid","invalid","nonreaders"
"1465",18916,5772980,"complete","block b","nonreaders","trial",16,3871,1,1,"invalid","invalid","nonreaders"
"1466",18928,5772980,"complete","block b","nonreaders","trial",17,1739,1,1,"valid","valid","nonreaders"
"1467",18940,5772980,"complete","block b","nonreaders","trial",18,2201,1,0,"valid","valid","nonreaders"
"1468",18952,5772980,"complete","block b","nonreaders","trial",19,4943,1,1,"valid","valid","nonreaders"
"1469",18964,5772980,"complete","block b","nonreaders","trial",20,4591,1,1,"valid","valid","nonreaders"
"1470",18976,5772980,"complete","block b","nonreaders","trial",21,4927,1,0,"valid","valid","nonreaders"
"1471",18988,5772980,"complete","block b","nonreaders","trial",22,4972,1,1,"valid","valid","nonreaders"
"1472",19000,5772980,"complete","block b","nonreaders","trial",23,4938,1,0,"valid","valid","nonreaders"
"1473",19030,5741926,"complete","block b","nonreaders","trial",1,2304.7,1,1,"valid","valid","nonreaders"
"1474",19042,5741926,"complete","block b","nonreaders","trial",2,2308.8,1,1,"valid","valid","nonreaders"
"1475",19054,5741926,"complete","block b","nonreaders","trial",3,1180.7,1,1,"valid","valid","nonreaders"
"1476",19066,5741926,"complete","block b","nonreaders","trial",4,2217.9,1,1,"neutral","neutral","nonreaders"
"1477",19078,5741926,"complete","block b","nonreaders","trial",5,2835.9,1,0,"valid","valid","nonreaders"
"1478",19090,5741926,"complete","block b","nonreaders","trial",6,2295.7,1,0,"neutral","neutral","nonreaders"
"1479",19102,5741926,"complete","block b","nonreaders","trial",7,2811.4,1,1,"valid","valid","nonreaders"
"1480",19114,5741926,"complete","block b","nonreaders","trial",8,2431.3,1,0,"neutral","neutral","nonreaders"
"1481",19126,5741926,"complete","block b","nonreaders","trial",9,2699.4,1,1,"valid","valid","nonreaders"
"1482",19138,5741926,"complete","block b","nonreaders","trial",10,5281.4,1,1,"valid","valid","nonreaders"
"1483",19150,5741926,"complete","block b","nonreaders","trial",11,4297.1,1,0,"valid","valid","nonreaders"
"1484",19162,5741926,"complete","block b","nonreaders","trial",12,3040.6,1,1,"valid","valid","nonreaders"
"1485",19174,5741926,"complete","block b","nonreaders","trial",13,6363.8,1,1,"invalid","invalid","nonreaders"
"1486",19186,5741926,"complete","block b","nonreaders","trial",14,5606.6,1,1,"valid","valid","nonreaders"
"1487",19198,5741926,"complete","block b","nonreaders","trial",15,3733.4,1,1,"valid","valid","nonreaders"
"1488",19210,5741926,"complete","block b","nonreaders","trial",16,2613,1,1,"valid","valid","nonreaders"
"1489",19222,5741926,"complete","block b","nonreaders","trial",17,2551.5,1,1,"neutral","neutral","nonreaders"
"1490",19234,5741926,"complete","block b","nonreaders","trial",18,4872,1,0,"valid","valid","nonreaders"
"1491",19246,5741926,"complete","block b","nonreaders","trial",19,6734.1,1,0,"valid","valid","nonreaders"
"1492",19258,5741926,"complete","block b","nonreaders","trial",20,3549,1,1,"valid","valid","nonreaders"
"1493",19270,5741926,"complete","block b","nonreaders","trial",21,3302.6,1,1,"invalid","invalid","nonreaders"
"1494",19282,5741926,"complete","block b","nonreaders","trial",22,3636,1,1,"invalid","invalid","nonreaders"
"1495",19294,5741926,"complete","block b","nonreaders","trial",23,3647.5,1,0,"invalid","invalid","nonreaders"
"1496",19324,5739586,"complete","block b","nonreaders","trial",1,2598,1,1,"neutral","neutral","nonreaders"
"1497",19336,5739586,"complete","block b","nonreaders","trial",2,1834,1,1,"valid","valid","nonreaders"
"1498",19348,5739586,"complete","block b","nonreaders","trial",3,1717,1,1,"valid","valid","nonreaders"
"1499",19360,5739586,"complete","block b","nonreaders","trial",4,1397,1,0,"valid","valid","nonreaders"
"1500",19372,5739586,"complete","block b","nonreaders","trial",5,1433,1,0,"valid","valid","nonreaders"
"1501",19384,5739586,"complete","block b","nonreaders","trial",6,3765,1,1,"valid","valid","nonreaders"
"1502",19396,5739586,"complete","block b","nonreaders","trial",7,1886,1,1,"invalid","invalid","nonreaders"
"1503",19408,5739586,"complete","block b","nonreaders","trial",8,3586,1,0,"valid","valid","nonreaders"
"1504",19420,5739586,"complete","block b","nonreaders","trial",9,2600,1,1,"valid","valid","nonreaders"
"1505",19432,5739586,"complete","block b","nonreaders","trial",10,2783,1,0,"valid","valid","nonreaders"
"1506",19444,5739586,"complete","block b","nonreaders","trial",11,3466,1,1,"valid","valid","nonreaders"
"1507",19456,5739586,"complete","block b","nonreaders","trial",12,2100,1,1,"valid","valid","nonreaders"
"1508",19468,5739586,"complete","block b","nonreaders","trial",13,2834,1,0,"invalid","invalid","nonreaders"
"1509",19480,5739586,"complete","block b","nonreaders","trial",14,2234,1,1,"valid","valid","nonreaders"
"1510",19492,5739586,"complete","block b","nonreaders","trial",15,3302,1,1,"neutral","neutral","nonreaders"
"1511",19504,5739586,"complete","block b","nonreaders","trial",16,3969,1,1,"neutral","neutral","nonreaders"
"1512",19516,5739586,"complete","block b","nonreaders","trial",17,2584,1,1,"invalid","invalid","nonreaders"
"1513",19528,5739586,"complete","block b","nonreaders","trial",18,2887,1,0,"valid","valid","nonreaders"
"1514",19540,5739586,"complete","block b","nonreaders","trial",19,1550,1,0,"valid","valid","nonreaders"
"1515",19552,5739586,"complete","block b","nonreaders","trial",20,3702,1,1,"invalid","invalid","nonreaders"
"1516",19564,5739586,"complete","block b","nonreaders","trial",21,2456,1,1,"neutral","neutral","nonreaders"
"1517",19576,5739586,"complete","block b","nonreaders","trial",22,1220,1,0,"valid","valid","nonreaders"
"1518",19588,5739586,"complete","block b","nonreaders","trial",23,1118,1,0,"valid","valid","nonreaders"
"1519",19618,5731534,"complete","block b","nonreaders","trial",1,3059.1,1,1,"valid","valid","nonreaders"
"1520",19630,5731534,"complete","block b","nonreaders","trial",2,2654,1,0,"neutral","neutral","nonreaders"
"1521",19642,5731534,"complete","block b","nonreaders","trial",3,1506.9,1,1,"neutral","neutral","nonreaders"
"1522",19654,5731534,"complete","block b","nonreaders","trial",4,3004.2,1,0,"invalid","invalid","nonreaders"
"1523",19666,5731534,"complete","block b","nonreaders","trial",5,1174.5,1,0,"valid","valid","nonreaders"
"1524",19678,5731534,"complete","block b","nonreaders","trial",6,1662.9,1,1,"valid","valid","nonreaders"
"1525",19690,5731534,"complete","block b","nonreaders","trial",7,2586.2,1,0,"valid","valid","nonreaders"
"1526",19702,5731534,"complete","block b","nonreaders","trial",8,1969.1,1,0,"valid","valid","nonreaders"
"1527",19714,5731534,"complete","block b","nonreaders","trial",9,1551.3,1,0,"neutral","neutral","nonreaders"
"1528",19726,5731534,"complete","block b","nonreaders","trial",10,2973.8,1,0,"invalid","invalid","nonreaders"
"1529",19738,5731534,"complete","block b","nonreaders","trial",11,2040.9,1,0,"neutral","neutral","nonreaders"
"1530",19750,5731534,"complete","block b","nonreaders","trial",12,1141.9,1,1,"valid","valid","nonreaders"
"1531",19762,5731534,"complete","block b","nonreaders","trial",13,1020.4,1,1,"valid","valid","nonreaders"
"1532",19774,5731534,"complete","block b","nonreaders","trial",14,1486.5,1,1,"invalid","invalid","nonreaders"
"1533",19786,5731534,"complete","block b","nonreaders","trial",15,2122.7,1,1,"invalid","invalid","nonreaders"
"1534",19798,5731534,"complete","block b","nonreaders","trial",16,2097.1,1,0,"valid","valid","nonreaders"
"1535",19810,5731534,"complete","block b","nonreaders","trial",17,2479.5,1,0,"valid","valid","nonreaders"
"1536",19822,5731534,"complete","block b","nonreaders","trial",18,2054.6,1,1,"valid","valid","nonreaders"
"1537",19834,5731534,"complete","block b","nonreaders","trial",19,1861.7,1,0,"valid","valid","nonreaders"
"1538",19846,5731534,"complete","block b","nonreaders","trial",20,2898.7,1,0,"valid","valid","nonreaders"
"1539",19858,5731534,"complete","block b","nonreaders","trial",21,2511.9,1,0,"valid","valid","nonreaders"
"1540",19870,5731534,"complete","block b","nonreaders","trial",22,1403.6,1,1,"valid","valid","nonreaders"
"1541",19882,5731534,"complete","block b","nonreaders","trial",23,2286,1,1,"valid","valid","nonreaders"
"1542",19912,5706802,"complete","block b","nonreaders","trial",1,4431.6,1,1,"valid","valid","nonreaders"
"1543",19924,5706802,"complete","block b","nonreaders","trial",2,5519.5,1,0,"valid","valid","nonreaders"
"1544",19936,5706802,"complete","block b","nonreaders","trial",3,3871.5,1,1,"valid","valid","nonreaders"
"1545",19948,5706802,"complete","block b","nonreaders","trial",4,2847.4,1,0,"valid","valid","nonreaders"
"1546",19960,5706802,"complete","block b","nonreaders","trial",5,2507,1,0,"valid","valid","nonreaders"
"1547",19972,5706802,"complete","block b","nonreaders","trial",6,2575.5,1,0,"valid","valid","nonreaders"
"1548",19984,5706802,"complete","block b","nonreaders","trial",7,3429.8,1,0,"valid","valid","nonreaders"
"1549",19996,5706802,"complete","block b","nonreaders","trial",8,1969.7,1,1,"invalid","invalid","nonreaders"
"1550",20008,5706802,"complete","block b","nonreaders","trial",9,4198.8,1,1,"neutral","neutral","nonreaders"
"1551",20020,5706802,"complete","block b","nonreaders","trial",10,6680.2,1,1,"valid","valid","nonreaders"
"1552",20032,5706802,"complete","block b","nonreaders","trial",11,3338.3,1,0,"valid","valid","nonreaders"
"1553",20044,5706802,"complete","block b","nonreaders","trial",12,2354.9,1,1,"neutral","neutral","nonreaders"
"1554",20056,5706802,"complete","block b","nonreaders","trial",13,2695.4,1,1,"invalid","invalid","nonreaders"
"1555",20068,5706802,"complete","block b","nonreaders","trial",14,1987.2,1,1,"valid","valid","nonreaders"
"1556",20080,5706802,"complete","block b","nonreaders","trial",15,2892.5,1,1,"neutral","neutral","nonreaders"
"1557",20092,5706802,"complete","block b","nonreaders","trial",16,2855.4,1,1,"valid","valid","nonreaders"
"1558",20104,5706802,"complete","block b","nonreaders","trial",17,3596.5,1,1,"valid","valid","nonreaders"
"1559",20116,5706802,"complete","block b","nonreaders","trial",18,2742.6,1,0,"valid","valid","nonreaders"
"1560",20128,5706802,"complete","block b","nonreaders","trial",19,1735.4,1,0,"valid","valid","nonreaders"
"1561",20140,5706802,"complete","block b","nonreaders","trial",20,4242,1,1,"invalid","invalid","nonreaders"
"1562",20152,5706802,"complete","block b","nonreaders","trial",21,2215.8,1,0,"invalid","invalid","nonreaders"
"1563",20164,5706802,"complete","block b","nonreaders","trial",22,1618.1,1,1,"neutral","neutral","nonreaders"
"1564",20176,5706802,"complete","block b","nonreaders","trial",23,5146.9,1,1,"valid","valid","nonreaders"
"1565",20206,5702488,"complete","block b","nonreaders","trial",1,16041,1,0,"valid","valid","nonreaders"
"1566",20220,5702488,"complete","block b","nonreaders","trial",2,3122,1,0,"valid","valid","nonreaders"
"1567",20232,5702488,"complete","block b","nonreaders","trial",3,4728,1,1,"neutral","neutral","nonreaders"
"1568",20244,5702488,"complete","block b","nonreaders","trial",4,2502,1,1,"valid","valid","nonreaders"
"1569",20256,5702488,"complete","block b","nonreaders","trial",5,2712,1,1,"valid","valid","nonreaders"
"1570",20268,5702488,"complete","block b","nonreaders","trial",6,4175,1,1,"valid","valid","nonreaders"
"1571",20280,5702488,"complete","block b","nonreaders","trial",7,4014,1,1,"valid","valid","nonreaders"
"1572",20292,5702488,"complete","block b","nonreaders","trial",8,2401,1,1,"valid","valid","nonreaders"
"1573",20304,5702488,"complete","block b","nonreaders","trial",9,4391,1,1,"valid","valid","nonreaders"
"1574",20316,5702488,"complete","block b","nonreaders","trial",10,2521,1,0,"valid","valid","nonreaders"
"1575",20328,5702488,"complete","block b","nonreaders","trial",11,2707,1,1,"valid","valid","nonreaders"
"1576",20340,5702488,"complete","block b","nonreaders","trial",12,1898,1,1,"valid","valid","nonreaders"
"1577",20352,5702488,"complete","block b","nonreaders","trial",13,2304,1,1,"invalid","invalid","nonreaders"
"1578",20364,5702488,"complete","block b","nonreaders","trial",14,3157,1,1,"invalid","invalid","nonreaders"
"1579",20376,5702488,"complete","block b","nonreaders","trial",15,3606,1,0,"neutral","neutral","nonreaders"
"1580",20388,5702488,"complete","block b","nonreaders","trial",16,2449,1,1,"neutral","neutral","nonreaders"
"1581",20400,5702488,"complete","block b","nonreaders","trial",17,3439,1,1,"valid","valid","nonreaders"
"1582",20412,5702488,"complete","block b","nonreaders","trial",18,3973,1,0,"neutral","neutral","nonreaders"
"1583",20424,5702488,"complete","block b","nonreaders","trial",19,2609,1,1,"valid","valid","nonreaders"
"1584",20436,5702488,"complete","block b","nonreaders","trial",20,3294,1,1,"valid","valid","nonreaders"
"1585",20448,5702488,"complete","block b","nonreaders","trial",21,3059,1,1,"invalid","invalid","nonreaders"
"1586",20460,5702488,"complete","block b","nonreaders","trial",22,3142,1,0,"invalid","invalid","nonreaders"
"1587",20472,5702488,"complete","block b","nonreaders","trial",23,2984,1,1,"valid","valid","nonreaders"
"1588",20502,5659046,"complete","block b","nonreaders","trial",1,3356.2,1,1,"valid","valid","nonreaders"
"1589",20514,5659046,"complete","block b","nonreaders","trial",2,2990.5,1,0,"valid","valid","nonreaders"
"1590",20526,5659046,"complete","block b","nonreaders","trial",3,2292.2,1,1,"valid","valid","nonreaders"
"1591",20538,5659046,"complete","block b","nonreaders","trial",4,1724.5,1,1,"invalid","invalid","nonreaders"
"1592",20550,5659046,"complete","block b","nonreaders","trial",5,2708.8,1,0,"invalid","invalid","nonreaders"
"1593",20562,5659046,"complete","block b","nonreaders","trial",6,3524.2,1,0,"valid","valid","nonreaders"
"1594",20574,5659046,"complete","block b","nonreaders","trial",7,2041.6,1,1,"valid","valid","nonreaders"
"1595",20586,5659046,"complete","block b","nonreaders","trial",8,1657.5,1,0,"invalid","invalid","nonreaders"
"1596",20598,5659046,"complete","block b","nonreaders","trial",9,1740.8,1,1,"valid","valid","nonreaders"
"1597",20610,5659046,"complete","block b","nonreaders","trial",10,2874.6,1,0,"neutral","neutral","nonreaders"
"1598",20622,5659046,"complete","block b","nonreaders","trial",11,2723.7,1,1,"valid","valid","nonreaders"
"1599",20634,5659046,"complete","block b","nonreaders","trial",12,2325.2,1,1,"valid","valid","nonreaders"
"1600",20646,5659046,"complete","block b","nonreaders","trial",13,1507.3,1,1,"neutral","neutral","nonreaders"
"1601",20658,5659046,"complete","block b","nonreaders","trial",14,2290.3,1,1,"neutral","neutral","nonreaders"
"1602",20670,5659046,"complete","block b","nonreaders","trial",15,4924.3,1,1,"valid","valid","nonreaders"
"1603",20682,5659046,"complete","block b","nonreaders","trial",16,4125.2,1,0,"valid","valid","nonreaders"
"1604",20694,5659046,"complete","block b","nonreaders","trial",17,4155.9,1,0,"invalid","invalid","nonreaders"
"1605",20706,5659046,"complete","block b","nonreaders","trial",18,4059.3,1,0,"valid","valid","nonreaders"
"1606",20718,5659046,"complete","block b","nonreaders","trial",19,2207.3,1,0,"neutral","neutral","nonreaders"
"1607",20730,5659046,"complete","block b","nonreaders","trial",20,2942.5,1,1,"valid","valid","nonreaders"
"1608",20742,5659046,"complete","block b","nonreaders","trial",21,2208.3,1,1,"valid","valid","nonreaders"
"1609",20754,5659046,"complete","block b","nonreaders","trial",22,1606.7,1,0,"valid","valid","nonreaders"
"1610",20766,5659046,"complete","block b","nonreaders","trial",23,2707.5,1,1,"valid","valid","nonreaders"
"1611",20796,5651758,"complete","block b","nonreaders","trial",1,2678,1,1,"valid","valid","nonreaders"
"1612",20808,5651758,"complete","block b","nonreaders","trial",2,1884,1,0,"invalid","invalid","nonreaders"
"1613",20820,5651758,"complete","block b","nonreaders","trial",3,3302,1,1,"valid","valid","nonreaders"
"1614",20832,5651758,"complete","block b","nonreaders","trial",4,2652,1,1,"valid","valid","nonreaders"
"1615",20844,5651758,"complete","block b","nonreaders","trial",5,3807,1,1,"valid","valid","nonreaders"
"1616",20856,5651758,"complete","block b","nonreaders","trial",6,2675,1,1,"invalid","invalid","nonreaders"
"1617",20868,5651758,"complete","block b","nonreaders","trial",7,3156,1,0,"valid","valid","nonreaders"
"1618",20880,5651758,"complete","block b","nonreaders","trial",8,1901,1,1,"valid","valid","nonreaders"
"1619",20892,5651758,"complete","block b","nonreaders","trial",9,1543,1,0,"valid","valid","nonreaders"
"1620",20904,5651758,"complete","block b","nonreaders","trial",10,6406,1,0,"valid","valid","nonreaders"
"1621",20916,5651758,"complete","block b","nonreaders","trial",11,3867,1,0,"valid","valid","nonreaders"
"1622",20928,5651758,"complete","block b","nonreaders","trial",12,2996,1,0,"invalid","invalid","nonreaders"
"1623",20940,5651758,"complete","block b","nonreaders","trial",13,1557,1,1,"neutral","neutral","nonreaders"
"1624",20952,5651758,"complete","block b","nonreaders","trial",14,2405,1,1,"valid","valid","nonreaders"
"1625",20964,5651758,"complete","block b","nonreaders","trial",15,2434,1,1,"neutral","neutral","nonreaders"
"1626",20976,5651758,"complete","block b","nonreaders","trial",16,1708,1,0,"valid","valid","nonreaders"
"1627",20988,5651758,"complete","block b","nonreaders","trial",17,2191,1,1,"valid","valid","nonreaders"
"1628",21000,5651758,"complete","block b","nonreaders","trial",18,2034,1,1,"neutral","neutral","nonreaders"
"1629",21012,5651758,"complete","block b","nonreaders","trial",19,2534,1,0,"valid","valid","nonreaders"
"1630",21024,5651758,"complete","block b","nonreaders","trial",20,2522,1,0,"valid","valid","nonreaders"
"1631",21036,5651758,"complete","block b","nonreaders","trial",21,1988,1,0,"neutral","neutral","nonreaders"
"1632",21048,5651758,"complete","block b","nonreaders","trial",22,2958,1,1,"invalid","invalid","nonreaders"
"1633",21060,5651758,"complete","block b","nonreaders","trial",23,4499,1,1,"valid","valid","nonreaders"
"1634",21090,5644822,"complete","block b","nonreaders","trial",1,3105.7,1,0,"valid","valid","nonreaders"
"1635",21102,5644822,"complete","block b","nonreaders","trial",2,1658.2,1,1,"valid","valid","nonreaders"
"1636",21114,5644822,"complete","block b","nonreaders","trial",3,2524.5,1,1,"neutral","neutral","nonreaders"
"1637",21126,5644822,"complete","block b","nonreaders","trial",4,3392.8,1,1,"valid","valid","nonreaders"
"1638",21138,5644822,"complete","block b","nonreaders","trial",5,2291,1,0,"valid","valid","nonreaders"
"1639",21150,5644822,"complete","block b","nonreaders","trial",6,3274,1,1,"neutral","neutral","nonreaders"
"1640",21162,5644822,"complete","block b","nonreaders","trial",7,3443,1,0,"invalid","invalid","nonreaders"
"1641",21174,5644822,"complete","block b","nonreaders","trial",8,2872.2,1,1,"invalid","invalid","nonreaders"
"1642",21186,5644822,"complete","block b","nonreaders","trial",9,2590.3,1,1,"valid","valid","nonreaders"
"1643",21198,5644822,"complete","block b","nonreaders","trial",10,3775.9,1,0,"neutral","neutral","nonreaders"
"1644",21210,5644822,"complete","block b","nonreaders","trial",11,4307.7,1,0,"invalid","invalid","nonreaders"
"1645",21222,5644822,"complete","block b","nonreaders","trial",12,2658.3,1,1,"invalid","invalid","nonreaders"
"1646",21234,5644822,"complete","block b","nonreaders","trial",13,3493.8,1,0,"valid","valid","nonreaders"
"1647",21246,5644822,"complete","block b","nonreaders","trial",14,5407,1,0,"neutral","neutral","nonreaders"
"1648",21258,5644822,"complete","block b","nonreaders","trial",15,3124.7,1,1,"valid","valid","nonreaders"
"1649",21270,5644822,"complete","block b","nonreaders","trial",16,2275.3,1,0,"valid","valid","nonreaders"
"1650",21282,5644822,"complete","block b","nonreaders","trial",17,3125.6,1,0,"valid","valid","nonreaders"
"1651",21294,5644822,"complete","block b","nonreaders","trial",18,3324.6,1,1,"valid","valid","nonreaders"
"1652",21306,5644822,"complete","block b","nonreaders","trial",19,2973.5,1,1,"valid","valid","nonreaders"
"1653",21318,5644822,"complete","block b","nonreaders","trial",20,2908,1,1,"valid","valid","nonreaders"
"1654",21330,5644822,"complete","block b","nonreaders","trial",21,2775.9,1,0,"valid","valid","nonreaders"
"1655",21342,5644822,"complete","block b","nonreaders","trial",22,3207.4,1,0,"valid","valid","nonreaders"
"1656",21354,5644822,"complete","block b","nonreaders","trial",23,1758.1,1,1,"valid","valid","nonreaders"
"1657",21384,5641681,"complete","block b","nonreaders","trial",1,1930.8,1,1,"valid","valid","nonreaders"
"1658",21396,5641681,"complete","block b","nonreaders","trial",2,5710,1,1,"invalid","invalid","nonreaders"
"1659",21408,5641681,"complete","block b","nonreaders","trial",3,2443,1,1,"valid","valid","nonreaders"
"1660",21420,5641681,"complete","block b","nonreaders","trial",4,1750.2,1,0,"valid","valid","nonreaders"
"1661",21432,5641681,"complete","block b","nonreaders","trial",5,1593.9,1,1,"neutral","neutral","nonreaders"
"1662",21444,5641681,"complete","block b","nonreaders","trial",6,2077.3,1,1,"neutral","neutral","nonreaders"
"1663",21456,5641681,"complete","block b","nonreaders","trial",7,4424.5,1,1,"invalid","invalid","nonreaders"
"1664",21468,5641681,"complete","block b","nonreaders","trial",8,2723.8,1,1,"valid","valid","nonreaders"
"1665",21480,5641681,"complete","block b","nonreaders","trial",9,1543,1,0,"valid","valid","nonreaders"
"1666",21492,5641681,"complete","block b","nonreaders","trial",10,2731.6,1,1,"valid","valid","nonreaders"
"1667",21504,5641681,"complete","block b","nonreaders","trial",11,1763.1,1,1,"invalid","invalid","nonreaders"
"1668",21516,5641681,"complete","block b","nonreaders","trial",12,2578.1,1,1,"valid","valid","nonreaders"
"1669",21528,5641681,"complete","block b","nonreaders","trial",13,1325.6,1,1,"valid","valid","nonreaders"
"1670",21540,5641681,"complete","block b","nonreaders","trial",14,3354.7,1,1,"invalid","invalid","nonreaders"
"1671",21552,5641681,"complete","block b","nonreaders","trial",15,2838.8,1,1,"neutral","neutral","nonreaders"
"1672",21564,5641681,"complete","block b","nonreaders","trial",16,2387.2,1,1,"valid","valid","nonreaders"
"1673",21576,5641681,"complete","block b","nonreaders","trial",17,2239.1,1,1,"valid","valid","nonreaders"
"1674",21588,5641681,"complete","block b","nonreaders","trial",18,2039.2,1,1,"valid","valid","nonreaders"
"1675",21600,5641681,"complete","block b","nonreaders","trial",19,2977.4,1,1,"valid","valid","nonreaders"
"1676",21612,5641681,"complete","block b","nonreaders","trial",20,2405.1,1,0,"valid","valid","nonreaders"
"1677",21624,5641681,"complete","block b","nonreaders","trial",21,2906.2,1,1,"neutral","neutral","nonreaders"
"1678",21636,5641681,"complete","block b","nonreaders","trial",22,2091.2,1,1,"valid","valid","nonreaders"
"1679",21648,5641681,"complete","block b","nonreaders","trial",23,2782.2,1,1,"valid","valid","nonreaders"
"1680",21678,5630882,"complete","block b","nonreaders","trial",1,5637.6,1,1,"valid","valid","nonreaders"
"1681",21690,5630882,"complete","block b","nonreaders","trial",2,31264.8,1,0,"valid","valid","nonreaders"
"1682",21702,5630882,"complete","block b","nonreaders","trial",3,15165.8,1,1,"neutral","neutral","nonreaders"
"1683",21714,5630882,"complete","block b","nonreaders","trial",4,2673.7,1,0,"valid","valid","nonreaders"
"1684",21726,5630882,"complete","block b","nonreaders","trial",5,10085,1,0,"valid","valid","nonreaders"
"1685",21738,5630882,"complete","block b","nonreaders","trial",6,2904.1,1,1,"valid","valid","nonreaders"
"1686",21750,5630882,"complete","block b","nonreaders","trial",7,4836.9,1,1,"valid","valid","nonreaders"
"1687",21762,5630882,"complete","block b","nonreaders","trial",8,2149,1,1,"valid","valid","nonreaders"
"1688",21774,5630882,"complete","block b","nonreaders","trial",9,4774.1,1,1,"valid","valid","nonreaders"
"1689",21786,5630882,"complete","block b","nonreaders","trial",10,3898.1,1,0,"valid","valid","nonreaders"
"1690",21798,5630882,"complete","block b","nonreaders","trial",11,3143,1,1,"valid","valid","nonreaders"
"1691",21810,5630882,"complete","block b","nonreaders","trial",12,2611.2,1,0,"valid","valid","nonreaders"
