"","X","Participant.Private.ID","Participant.Status","Task.Name","branch.53l8","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability"
"1",28,6126428,"complete","block a","musicreaders","trial",1,2973.9,1,1,"neutral","neutral","musicreaders"
"2",40,6126428,"complete","block a","musicreaders","trial",2,2909.6,1,0,"invalid","invalid","musicreaders"
"3",52,6126428,"complete","block a","musicreaders","trial",3,1599.3,1,1,"neutral","neutral","musicreaders"
"4",64,6126428,"complete","block a","musicreaders","trial",4,1936,1,1,"neutral","neutral","musicreaders"
"5",76,6126428,"complete","block a","musicreaders","trial",5,1681.3,1,0,"valid","valid","musicreaders"
"6",88,6126428,"complete","block a","musicreaders","trial",6,4480.4,1,1,"valid","valid","musicreaders"
"7",100,6126428,"complete","block a","musicreaders","trial",7,2683.6,1,1,"valid","valid","musicreaders"
"8",112,6126428,"complete","block a","musicreaders","trial",8,1436.4,1,1,"valid","valid","musicreaders"
"9",124,6126428,"complete","block a","musicreaders","trial",9,1426.6,1,0,"valid","valid","musicreaders"
"10",136,6126428,"complete","block a","musicreaders","trial",10,2449.3,1,1,"invalid","invalid","musicreaders"
"11",148,6126428,"complete","block a","musicreaders","trial",11,2358.7,1,1,"valid","valid","musicreaders"
"12",160,6126428,"complete","block a","musicreaders","trial",12,2672.8,1,1,"valid","valid","musicreaders"
"13",172,6126428,"complete","block a","musicreaders","trial",13,2661.4,1,1,"valid","valid","musicreaders"
"14",184,6126428,"complete","block a","musicreaders","trial",14,1502.5,1,1,"valid","valid","musicreaders"
"15",196,6126428,"complete","block a","musicreaders","trial",15,1379.1,1,1,"valid","valid","musicreaders"
"16",208,6126428,"complete","block a","musicreaders","trial",16,2294.8,1,1,"neutral","neutral","musicreaders"
"17",220,6126428,"complete","block a","musicreaders","trial",17,2466.7,1,1,"invalid","invalid","musicreaders"
"18",232,6126428,"complete","block a","musicreaders","trial",18,2121.8,1,1,"valid","valid","musicreaders"
"19",244,6126428,"complete","block a","musicreaders","trial",19,1627.8,1,0,"valid","valid","musicreaders"
"20",256,6126428,"complete","block a","musicreaders","trial",20,1554.1,1,1,"valid","valid","musicreaders"
"21",268,6126428,"complete","block a","musicreaders","trial",21,1421,1,1,"valid","valid","musicreaders"
"22",280,6126428,"complete","block a","musicreaders","trial",22,1435.6,1,1,"invalid","invalid","musicreaders"
"23",292,6126428,"complete","block a","musicreaders","trial",23,2120.5,1,0,"valid","valid","musicreaders"
"24",322,6118099,"complete","block a","musicreaders","trial",1,1655.7,1,1,"valid","valid","musicreaders"
"25",334,6118099,"complete","block a","musicreaders","trial",2,1751.5,1,1,"valid","valid","musicreaders"
"26",346,6118099,"complete","block a","musicreaders","trial",3,8220.3,1,0,"valid","valid","musicreaders"
"27",358,6118099,"complete","block a","musicreaders","trial",4,2009.1,1,1,"invalid","invalid","musicreaders"
"28",370,6118099,"complete","block a","musicreaders","trial",5,1605.2,1,1,"valid","valid","musicreaders"
"29",382,6118099,"complete","block a","musicreaders","trial",6,4703.5,1,1,"valid","valid","musicreaders"
"30",394,6118099,"complete","block a","musicreaders","trial",7,3867.2,1,1,"valid","valid","musicreaders"
"31",406,6118099,"complete","block a","musicreaders","trial",8,3394.9,1,1,"valid","valid","musicreaders"
"32",418,6118099,"complete","block a","musicreaders","trial",9,8919.8,1,1,"neutral","neutral","musicreaders"
"33",430,6118099,"complete","block a","musicreaders","trial",10,3359.3,1,1,"valid","valid","musicreaders"
"34",442,6118099,"complete","block a","musicreaders","trial",11,5953.5,1,1,"neutral","neutral","musicreaders"
"35",454,6118099,"complete","block a","musicreaders","trial",12,2538.7,1,1,"valid","valid","musicreaders"
"36",466,6118099,"complete","block a","musicreaders","trial",13,2478.4,1,1,"valid","valid","musicreaders"
"37",478,6118099,"complete","block a","musicreaders","trial",14,3374.1,1,1,"valid","valid","musicreaders"
"38",490,6118099,"complete","block a","musicreaders","trial",15,4598.6,1,1,"invalid","invalid","musicreaders"
"39",502,6118099,"complete","block a","musicreaders","trial",16,2459.8,1,1,"valid","valid","musicreaders"
"40",514,6118099,"complete","block a","musicreaders","trial",17,4006.8,1,1,"neutral","neutral","musicreaders"
"41",526,6118099,"complete","block a","musicreaders","trial",18,1628.2,1,1,"valid","valid","musicreaders"
"42",538,6118099,"complete","block a","musicreaders","trial",19,1859,1,1,"invalid","invalid","musicreaders"
"43",550,6118099,"complete","block a","musicreaders","trial",20,1900,1,1,"neutral","neutral","musicreaders"
"44",562,6118099,"complete","block a","musicreaders","trial",21,4444.8,1,1,"valid","valid","musicreaders"
"45",574,6118099,"complete","block a","musicreaders","trial",22,2448.4,1,1,"valid","valid","musicreaders"
"46",586,6118099,"complete","block a","musicreaders","trial",23,4653.2,1,1,"invalid","invalid","musicreaders"
"70",911,5628783,"complete","block a","musicreaders","trial",1,4478,1,1,"invalid","invalid","musicreaders"
"71",923,5628783,"complete","block a","musicreaders","trial",2,1977,1,0,"valid","valid","musicreaders"
"72",935,5628783,"complete","block a","musicreaders","trial",3,1851,1,0,"valid","valid","musicreaders"
"73",947,5628783,"complete","block a","musicreaders","trial",4,1494,1,0,"invalid","invalid","musicreaders"
"74",959,5628783,"complete","block a","musicreaders","trial",5,5034,1,0,"neutral","neutral","musicreaders"
"75",971,5628783,"complete","block a","musicreaders","trial",6,1074,1,1,"valid","valid","musicreaders"
"76",983,5628783,"complete","block a","musicreaders","trial",7,2331,1,1,"valid","valid","musicreaders"
"77",995,5628783,"complete","block a","musicreaders","trial",8,2590,1,0,"neutral","neutral","musicreaders"
"78",1007,5628783,"complete","block a","musicreaders","trial",9,1758,1,0,"neutral","neutral","musicreaders"
"79",1019,5628783,"complete","block a","musicreaders","trial",10,13399,1,0,"invalid","invalid","musicreaders"
"80",1031,5628783,"complete","block a","musicreaders","trial",11,2723,1,0,"invalid","invalid","musicreaders"
"81",1043,5628783,"complete","block a","musicreaders","trial",12,6654,1,1,"valid","valid","musicreaders"
"82",1055,5628783,"complete","block a","musicreaders","trial",13,5465,1,1,"valid","valid","musicreaders"
"83",1067,5628783,"complete","block a","musicreaders","trial",14,2070,1,0,"valid","valid","musicreaders"
"84",1079,5628783,"complete","block a","musicreaders","trial",15,3215,1,0,"neutral","neutral","musicreaders"
"85",1091,5628783,"complete","block a","musicreaders","trial",16,3468,1,1,"valid","valid","musicreaders"
"86",1103,5628783,"complete","block a","musicreaders","trial",17,2399,1,1,"valid","valid","musicreaders"
"87",1115,5628783,"complete","block a","musicreaders","trial",18,3861,1,1,"valid","valid","musicreaders"
"88",1127,5628783,"complete","block a","musicreaders","trial",19,1424,1,1,"valid","valid","musicreaders"
"89",1139,5628783,"complete","block a","musicreaders","trial",20,2844,1,1,"valid","valid","musicreaders"
"90",1151,5628783,"complete","block a","musicreaders","trial",21,2656,1,0,"valid","valid","musicreaders"
"91",1163,5628783,"complete","block a","musicreaders","trial",22,2868,1,1,"valid","valid","musicreaders"
"92",1175,5628783,"complete","block a","musicreaders","trial",23,3622,1,1,"valid","valid","musicreaders"
"93",1205,5629186,"complete","block a","musicreaders","trial",1,1381,1,1,"valid","valid","musicreaders"
"94",1217,5629186,"complete","block a","musicreaders","trial",2,2478.7,1,1,"invalid","invalid","musicreaders"
"95",1229,5629186,"complete","block a","musicreaders","trial",3,12815.9,1,1,"valid","valid","musicreaders"
"96",1241,5629186,"complete","block a","musicreaders","trial",4,2558.6,1,1,"invalid","invalid","musicreaders"
"97",1253,5629186,"complete","block a","musicreaders","trial",5,1650.1,1,1,"valid","valid","musicreaders"
"98",1265,5629186,"complete","block a","musicreaders","trial",6,5059.6,1,1,"valid","valid","musicreaders"
"99",1277,5629186,"complete","block a","musicreaders","trial",7,2349.9,1,1,"valid","valid","musicreaders"
"100",1289,5629186,"complete","block a","musicreaders","trial",8,2478,1,1,"valid","valid","musicreaders"
"101",1301,5629186,"complete","block a","musicreaders","trial",9,4049.7,1,0,"neutral","neutral","musicreaders"
"102",1313,5629186,"complete","block a","musicreaders","trial",10,2687.8,1,1,"neutral","neutral","musicreaders"
"103",1325,5629186,"complete","block a","musicreaders","trial",11,2115.4,1,1,"valid","valid","musicreaders"
"104",1337,5629186,"complete","block a","musicreaders","trial",12,2704.3,1,0,"neutral","neutral","musicreaders"
"105",1349,5629186,"complete","block a","musicreaders","trial",13,6807.3,1,1,"valid","valid","musicreaders"
"106",1361,5629186,"complete","block a","musicreaders","trial",14,1696.1,1,1,"valid","valid","musicreaders"
"107",1373,5629186,"complete","block a","musicreaders","trial",15,1470.5,1,1,"valid","valid","musicreaders"
"108",1385,5629186,"complete","block a","musicreaders","trial",16,2524.5,1,0,"invalid","invalid","musicreaders"
"109",1397,5629186,"complete","block a","musicreaders","trial",17,1163.6,1,1,"valid","valid","musicreaders"
"110",1409,5629186,"complete","block a","musicreaders","trial",18,1654.1,1,1,"valid","valid","musicreaders"
"111",1421,5629186,"complete","block a","musicreaders","trial",19,1603.9,1,1,"valid","valid","musicreaders"
"112",1433,5629186,"complete","block a","musicreaders","trial",20,1818.5,1,1,"valid","valid","musicreaders"
"113",1445,5629186,"complete","block a","musicreaders","trial",21,2472.4,1,1,"valid","valid","musicreaders"
"114",1457,5629186,"complete","block a","musicreaders","trial",22,4064.4,1,1,"neutral","neutral","musicreaders"
"115",1469,5629186,"complete","block a","musicreaders","trial",23,1700.4,1,1,"invalid","invalid","musicreaders"
"116",1499,5645045,"complete","block a","musicreaders","trial",1,2560.9,1,1,"invalid","invalid","musicreaders"
"117",1511,5645045,"complete","block a","musicreaders","trial",2,3878,1,1,"valid","valid","musicreaders"
"118",1523,5645045,"complete","block a","musicreaders","trial",3,2441.9,1,1,"valid","valid","musicreaders"
"119",1535,5645045,"complete","block a","musicreaders","trial",4,1942.3,1,1,"invalid","invalid","musicreaders"
"120",1547,5645045,"complete","block a","musicreaders","trial",5,2736.2,1,1,"valid","valid","musicreaders"
"121",1559,5645045,"complete","block a","musicreaders","trial",6,1586.8,1,1,"valid","valid","musicreaders"
"122",1571,5645045,"complete","block a","musicreaders","trial",7,2538,1,0,"valid","valid","musicreaders"
"123",1583,5645045,"complete","block a","musicreaders","trial",8,4551.8,1,0,"valid","valid","musicreaders"
"124",1595,5645045,"complete","block a","musicreaders","trial",9,2863.2,1,0,"valid","valid","musicreaders"
"125",1607,5645045,"complete","block a","musicreaders","trial",10,2330.8,1,1,"neutral","neutral","musicreaders"
"126",1619,5645045,"complete","block a","musicreaders","trial",11,2056.8,1,0,"valid","valid","musicreaders"
"127",1631,5645045,"complete","block a","musicreaders","trial",12,5752.3,1,1,"neutral","neutral","musicreaders"
"128",1643,5645045,"complete","block a","musicreaders","trial",13,3129.8,1,0,"invalid","invalid","musicreaders"
"129",1655,5645045,"complete","block a","musicreaders","trial",14,2411.5,1,1,"valid","valid","musicreaders"
"130",1667,5645045,"complete","block a","musicreaders","trial",15,1729.2,1,1,"invalid","invalid","musicreaders"
"131",1679,5645045,"complete","block a","musicreaders","trial",16,1729.4,1,1,"valid","valid","musicreaders"
"132",1691,5645045,"complete","block a","musicreaders","trial",17,2309.3,1,1,"valid","valid","musicreaders"
"133",1703,5645045,"complete","block a","musicreaders","trial",18,5418.2,1,0,"valid","valid","musicreaders"
"134",1715,5645045,"complete","block a","musicreaders","trial",19,1785.6,1,1,"valid","valid","musicreaders"
"135",1727,5645045,"complete","block a","musicreaders","trial",20,2957.2,1,1,"valid","valid","musicreaders"
"136",1739,5645045,"complete","block a","musicreaders","trial",21,2405.1,1,1,"neutral","neutral","musicreaders"
"137",1751,5645045,"complete","block a","musicreaders","trial",22,3774.2,1,0,"neutral","neutral","musicreaders"
"138",1763,5645045,"complete","block a","musicreaders","trial",23,2809.8,1,1,"valid","valid","musicreaders"
"139",1793,5648092,"complete","block a","musicreaders","trial",1,6900.4,1,1,"valid","valid","musicreaders"
"140",1805,5648092,"complete","block a","musicreaders","trial",2,3365.9,1,0,"neutral","neutral","musicreaders"
"141",1817,5648092,"complete","block a","musicreaders","trial",3,2054.1,1,1,"valid","valid","musicreaders"
"142",1829,5648092,"complete","block a","musicreaders","trial",4,1293.9,1,1,"invalid","invalid","musicreaders"
"143",1841,5648092,"complete","block a","musicreaders","trial",5,4663.8,1,1,"valid","valid","musicreaders"
"144",1853,5648092,"complete","block a","musicreaders","trial",6,2067.8,1,1,"neutral","neutral","musicreaders"
"145",1865,5648092,"complete","block a","musicreaders","trial",7,1231.2,1,1,"valid","valid","musicreaders"
"146",1877,5648092,"complete","block a","musicreaders","trial",8,4580.5,1,0,"invalid","invalid","musicreaders"
"147",1889,5648092,"complete","block a","musicreaders","trial",9,1516.5,1,1,"valid","valid","musicreaders"
"148",1901,5648092,"complete","block a","musicreaders","trial",10,3429,1,1,"valid","valid","musicreaders"
"149",1913,5648092,"complete","block a","musicreaders","trial",11,4674.1,1,0,"valid","valid","musicreaders"
"150",1925,5648092,"complete","block a","musicreaders","trial",12,6760,1,1,"valid","valid","musicreaders"
"151",1937,5648092,"complete","block a","musicreaders","trial",13,2791.2,1,0,"invalid","invalid","musicreaders"
"152",1949,5648092,"complete","block a","musicreaders","trial",14,1668.1,1,1,"valid","valid","musicreaders"
"153",1961,5648092,"complete","block a","musicreaders","trial",15,1013.6,1,1,"neutral","neutral","musicreaders"
"154",1973,5648092,"complete","block a","musicreaders","trial",16,3331.9,1,1,"valid","valid","musicreaders"
"155",1985,5648092,"complete","block a","musicreaders","trial",17,1695.8,1,1,"valid","valid","musicreaders"
"156",1997,5648092,"complete","block a","musicreaders","trial",18,2204.5,1,1,"valid","valid","musicreaders"
"157",2009,5648092,"complete","block a","musicreaders","trial",19,3862,1,1,"valid","valid","musicreaders"
"158",2021,5648092,"complete","block a","musicreaders","trial",20,4927.8,1,1,"invalid","invalid","musicreaders"
"159",2033,5648092,"complete","block a","musicreaders","trial",21,1177.8,1,1,"valid","valid","musicreaders"
"160",2045,5648092,"complete","block a","musicreaders","trial",22,4098.7,1,1,"valid","valid","musicreaders"
"161",2057,5648092,"complete","block a","musicreaders","trial",23,1390.9,1,1,"neutral","neutral","musicreaders"
"162",2087,5693788,"complete","block a","musicreaders","trial",1,2120.6,1,0,"valid","valid","musicreaders"
"163",2099,5693788,"complete","block a","musicreaders","trial",2,1277.5,1,0,"valid","valid","musicreaders"
"164",2111,5693788,"complete","block a","musicreaders","trial",3,1016.3,1,1,"invalid","invalid","musicreaders"
"165",2123,5693788,"complete","block a","musicreaders","trial",4,218.4,1,1,"invalid","invalid","musicreaders"
"166",2135,5693788,"complete","block a","musicreaders","trial",5,724.9,1,1,"invalid","invalid","musicreaders"
"167",2147,5693788,"complete","block a","musicreaders","trial",6,1399.5,1,1,"valid","valid","musicreaders"
"168",2159,5693788,"complete","block a","musicreaders","trial",7,1829.3,1,1,"valid","valid","musicreaders"
"169",2171,5693788,"complete","block a","musicreaders","trial",8,1593.5,1,0,"neutral","neutral","musicreaders"
"170",2183,5693788,"complete","block a","musicreaders","trial",9,6001.4,1,1,"invalid","invalid","musicreaders"
"171",2195,5693788,"complete","block a","musicreaders","trial",10,8774.2,1,0,"valid","valid","musicreaders"
"172",2207,5693788,"complete","block a","musicreaders","trial",11,1896,1,1,"valid","valid","musicreaders"
"173",2219,5693788,"complete","block a","musicreaders","trial",12,999.7,1,1,"valid","valid","musicreaders"
"174",2231,5693788,"complete","block a","musicreaders","trial",13,1395.3,1,0,"valid","valid","musicreaders"
"175",2243,5693788,"complete","block a","musicreaders","trial",14,654.9,1,0,"valid","valid","musicreaders"
"176",2255,5693788,"complete","block a","musicreaders","trial",15,808.4,1,0,"neutral","neutral","musicreaders"
"177",2267,5693788,"complete","block a","musicreaders","trial",16,7473,1,0,"valid","valid","musicreaders"
"178",2279,5693788,"complete","block a","musicreaders","trial",17,1028.5,1,1,"neutral","neutral","musicreaders"
"179",2291,5693788,"complete","block a","musicreaders","trial",18,1439.9,1,1,"neutral","neutral","musicreaders"
"180",2303,5693788,"complete","block a","musicreaders","trial",19,1164.4,1,1,"valid","valid","musicreaders"
"181",2315,5693788,"complete","block a","musicreaders","trial",20,1363.5,1,1,"valid","valid","musicreaders"
"182",2327,5693788,"complete","block a","musicreaders","trial",21,1113.5,1,0,"valid","valid","musicreaders"
"183",2339,5693788,"complete","block a","musicreaders","trial",22,1112.3,1,0,"valid","valid","musicreaders"
"184",2351,5693788,"complete","block a","musicreaders","trial",23,1204.6,1,0,"valid","valid","musicreaders"
"185",2381,5697775,"complete","block a","musicreaders","trial",1,2610,1,1,"invalid","invalid","musicreaders"
"186",2393,5697775,"complete","block a","musicreaders","trial",2,4570,1,1,"invalid","invalid","musicreaders"
"187",2405,5697775,"complete","block a","musicreaders","trial",3,2337,1,1,"invalid","invalid","musicreaders"
"188",2417,5697775,"complete","block a","musicreaders","trial",4,2386,1,1,"invalid","invalid","musicreaders"
"189",2429,5697775,"complete","block a","musicreaders","trial",5,2259,1,0,"valid","valid","musicreaders"
"190",2441,5697775,"complete","block a","musicreaders","trial",6,2785,1,0,"neutral","neutral","musicreaders"
"191",2453,5697775,"complete","block a","musicreaders","trial",7,2824,1,0,"neutral","neutral","musicreaders"
"192",2465,5697775,"complete","block a","musicreaders","trial",8,2341,1,0,"valid","valid","musicreaders"
"193",2477,5697775,"complete","block a","musicreaders","trial",9,1748,1,0,"valid","valid","musicreaders"
"194",2489,5697775,"complete","block a","musicreaders","trial",10,2538,1,0,"valid","valid","musicreaders"
"195",2501,5697775,"complete","block a","musicreaders","trial",11,2555,1,1,"valid","valid","musicreaders"
"196",2513,5697775,"complete","block a","musicreaders","trial",12,2288,1,1,"valid","valid","musicreaders"
"197",2525,5697775,"complete","block a","musicreaders","trial",13,1344,1,1,"valid","valid","musicreaders"
"198",2537,5697775,"complete","block a","musicreaders","trial",14,3442,1,1,"valid","valid","musicreaders"
"199",2549,5697775,"complete","block a","musicreaders","trial",15,1751,1,0,"valid","valid","musicreaders"
"200",2561,5697775,"complete","block a","musicreaders","trial",16,2007,1,1,"valid","valid","musicreaders"
"201",2573,5697775,"complete","block a","musicreaders","trial",17,3305,1,0,"valid","valid","musicreaders"
"202",2585,5697775,"complete","block a","musicreaders","trial",18,2797,1,0,"valid","valid","musicreaders"
"203",2597,5697775,"complete","block a","musicreaders","trial",19,1564,1,1,"neutral","neutral","musicreaders"
"204",2609,5697775,"complete","block a","musicreaders","trial",20,2069,1,0,"neutral","neutral","musicreaders"
"205",2621,5697775,"complete","block a","musicreaders","trial",21,1732,1,0,"valid","valid","musicreaders"
"206",2633,5697775,"complete","block a","musicreaders","trial",22,2356,1,1,"valid","valid","musicreaders"
"207",2645,5697775,"complete","block a","musicreaders","trial",23,4900,1,1,"valid","valid","musicreaders"
"208",2675,5732681,"complete","block a","musicreaders","trial",1,1812.3,1,0,"valid","valid","musicreaders"
"209",2687,5732681,"complete","block a","musicreaders","trial",2,2255.4,1,1,"valid","valid","musicreaders"
"210",2699,5732681,"complete","block a","musicreaders","trial",3,3035.8,1,0,"valid","valid","musicreaders"
"211",2711,5732681,"complete","block a","musicreaders","trial",4,1522.6,1,1,"valid","valid","musicreaders"
"212",2723,5732681,"complete","block a","musicreaders","trial",5,1590.2,1,1,"valid","valid","musicreaders"
"213",2735,5732681,"complete","block a","musicreaders","trial",6,5242.3,1,1,"neutral","neutral","musicreaders"
"214",2747,5732681,"complete","block a","musicreaders","trial",7,3328.1,1,1,"valid","valid","musicreaders"
"215",2759,5732681,"complete","block a","musicreaders","trial",8,1162.4,1,1,"invalid","invalid","musicreaders"
"216",2771,5732681,"complete","block a","musicreaders","trial",9,1240.2,1,1,"valid","valid","musicreaders"
"217",2783,5732681,"complete","block a","musicreaders","trial",10,1696.8,1,1,"valid","valid","musicreaders"
"218",2795,5732681,"complete","block a","musicreaders","trial",11,2329.8,1,1,"valid","valid","musicreaders"
"219",2807,5732681,"complete","block a","musicreaders","trial",12,1065.9,1,1,"neutral","neutral","musicreaders"
"220",2819,5732681,"complete","block a","musicreaders","trial",13,3453.5,1,1,"invalid","invalid","musicreaders"
"221",2831,5732681,"complete","block a","musicreaders","trial",14,1716.6,1,1,"valid","valid","musicreaders"
"222",2843,5732681,"complete","block a","musicreaders","trial",15,1339.2,1,1,"invalid","invalid","musicreaders"
"223",2855,5732681,"complete","block a","musicreaders","trial",16,1559.4,1,1,"valid","valid","musicreaders"
"224",2867,5732681,"complete","block a","musicreaders","trial",17,1574.5,1,1,"neutral","neutral","musicreaders"
"225",2879,5732681,"complete","block a","musicreaders","trial",18,1672.6,1,1,"neutral","neutral","musicreaders"
"226",2891,5732681,"complete","block a","musicreaders","trial",19,1426.3,1,1,"valid","valid","musicreaders"
"227",2903,5732681,"complete","block a","musicreaders","trial",20,2930.8,1,1,"valid","valid","musicreaders"
"228",2915,5732681,"complete","block a","musicreaders","trial",21,1472.9,1,1,"invalid","invalid","musicreaders"
"229",2927,5732681,"complete","block a","musicreaders","trial",22,2649.5,1,1,"valid","valid","musicreaders"
"230",2939,5732681,"complete","block a","musicreaders","trial",23,1299.4,1,1,"valid","valid","musicreaders"
"231",2969,5855254,"complete","block a","musicreaders","trial",1,1611,1,1,"valid","valid","musicreaders"
"232",2981,5855254,"complete","block a","musicreaders","trial",2,1434,1,1,"invalid","invalid","musicreaders"
"233",2993,5855254,"complete","block a","musicreaders","trial",3,1223,1,1,"valid","valid","musicreaders"
"234",3005,5855254,"complete","block a","musicreaders","trial",4,1295,1,1,"valid","valid","musicreaders"
"235",3017,5855254,"complete","block a","musicreaders","trial",5,1209,1,1,"valid","valid","musicreaders"
"236",3029,5855254,"complete","block a","musicreaders","trial",6,2383,1,0,"valid","valid","musicreaders"
"237",3041,5855254,"complete","block a","musicreaders","trial",7,5541,1,1,"valid","valid","musicreaders"
"238",3053,5855254,"complete","block a","musicreaders","trial",8,4816,1,1,"valid","valid","musicreaders"
"239",3065,5855254,"complete","block a","musicreaders","trial",9,1073,1,1,"valid","valid","musicreaders"
"240",3077,5855254,"complete","block a","musicreaders","trial",10,2923,1,0,"invalid","invalid","musicreaders"
"241",3089,5855254,"complete","block a","musicreaders","trial",11,1663,1,1,"neutral","neutral","musicreaders"
"242",3101,5855254,"complete","block a","musicreaders","trial",12,1999,1,1,"valid","valid","musicreaders"
"243",3113,5855254,"complete","block a","musicreaders","trial",13,1670,1,0,"valid","valid","musicreaders"
"244",3125,5855254,"complete","block a","musicreaders","trial",14,1412,1,1,"neutral","neutral","musicreaders"
"245",3137,5855254,"complete","block a","musicreaders","trial",15,1939,1,1,"valid","valid","musicreaders"
"246",3149,5855254,"complete","block a","musicreaders","trial",16,4024,1,1,"valid","valid","musicreaders"
"247",3161,5855254,"complete","block a","musicreaders","trial",17,1639,1,1,"invalid","invalid","musicreaders"
"248",3173,5855254,"complete","block a","musicreaders","trial",18,2331,1,1,"invalid","invalid","musicreaders"
"249",3185,5855254,"complete","block a","musicreaders","trial",19,2198,1,1,"neutral","neutral","musicreaders"
"250",3197,5855254,"complete","block a","musicreaders","trial",20,3071,1,1,"neutral","neutral","musicreaders"
"251",3209,5855254,"complete","block a","musicreaders","trial",21,1346,1,1,"valid","valid","musicreaders"
"252",3221,5855254,"complete","block a","musicreaders","trial",22,2401,1,1,"valid","valid","musicreaders"
"253",3233,5855254,"complete","block a","musicreaders","trial",23,2321,1,1,"valid","valid","musicreaders"
"254",3263,5911449,"complete","block a","musicreaders","trial",1,1449.3,1,0,"neutral","neutral","musicreaders"
"255",3275,5911449,"complete","block a","musicreaders","trial",2,3822.3,1,1,"valid","valid","musicreaders"
"256",3287,5911449,"complete","block a","musicreaders","trial",3,7971.7,1,0,"valid","valid","musicreaders"
"257",3299,5911449,"complete","block a","musicreaders","trial",4,4151.6,1,1,"invalid","invalid","musicreaders"
"258",3311,5911449,"complete","block a","musicreaders","trial",5,1955,1,0,"valid","valid","musicreaders"
"259",3323,5911449,"complete","block a","musicreaders","trial",6,876.2,1,0,"valid","valid","musicreaders"
"260",3335,5911449,"complete","block a","musicreaders","trial",7,3573.9,1,0,"neutral","neutral","musicreaders"
"261",3347,5911449,"complete","block a","musicreaders","trial",8,2835.5,1,0,"invalid","invalid","musicreaders"
"262",3359,5911449,"complete","block a","musicreaders","trial",9,3345.2,1,1,"valid","valid","musicreaders"
"263",3371,5911449,"complete","block a","musicreaders","trial",10,8867.5,1,0,"valid","valid","musicreaders"
"264",3383,5911449,"complete","block a","musicreaders","trial",11,2827,1,0,"valid","valid","musicreaders"
"265",3395,5911449,"complete","block a","musicreaders","trial",12,10944.3,1,0,"valid","valid","musicreaders"
"266",3407,5911449,"complete","block a","musicreaders","trial",13,1689.4,1,0,"valid","valid","musicreaders"
"267",3419,5911449,"complete","block a","musicreaders","trial",14,1317.8,1,0,"neutral","neutral","musicreaders"
"268",3431,5911449,"complete","block a","musicreaders","trial",15,21421,1,1,"invalid","invalid","musicreaders"
"269",3443,5911449,"complete","block a","musicreaders","trial",16,5678.7,1,0,"neutral","neutral","musicreaders"
"270",3455,5911449,"complete","block a","musicreaders","trial",17,6135.1,1,1,"invalid","invalid","musicreaders"
"271",3467,5911449,"complete","block a","musicreaders","trial",18,4441.9,1,1,"valid","valid","musicreaders"
"272",3479,5911449,"complete","block a","musicreaders","trial",19,1510.4,1,1,"valid","valid","musicreaders"
"273",3491,5911449,"complete","block a","musicreaders","trial",20,1474.8,1,1,"valid","valid","musicreaders"
"274",3503,5911449,"complete","block a","musicreaders","trial",21,1924.2,1,0,"valid","valid","musicreaders"
"275",3515,5911449,"complete","block a","musicreaders","trial",22,1486.2,1,0,"valid","valid","musicreaders"
"276",3527,5911449,"complete","block a","musicreaders","trial",23,1765.7,1,0,"valid","valid","musicreaders"
"277",3557,6094448,"complete","block a","musicreaders","trial",1,3688,1,1,"valid","valid","musicreaders"
"278",3569,6094448,"complete","block a","musicreaders","trial",2,3515,1,0,"valid","valid","musicreaders"
"279",3581,6094448,"complete","block a","musicreaders","trial",3,2188,1,0,"valid","valid","musicreaders"
"280",3593,6094448,"complete","block a","musicreaders","trial",4,1337,1,1,"valid","valid","musicreaders"
"281",3605,6094448,"complete","block a","musicreaders","trial",5,1373,1,1,"valid","valid","musicreaders"
"282",3617,6094448,"complete","block a","musicreaders","trial",6,2287,1,0,"valid","valid","musicreaders"
"283",3629,6094448,"complete","block a","musicreaders","trial",7,1567,1,1,"valid","valid","musicreaders"
"284",3641,6094448,"complete","block a","musicreaders","trial",8,2114,1,1,"neutral","neutral","musicreaders"
"285",3653,6094448,"complete","block a","musicreaders","trial",9,2451,1,0,"neutral","neutral","musicreaders"
"286",3665,6094448,"complete","block a","musicreaders","trial",10,1536,1,1,"valid","valid","musicreaders"
"287",3677,6094448,"complete","block a","musicreaders","trial",11,1180,1,0,"valid","valid","musicreaders"
"288",3689,6094448,"complete","block a","musicreaders","trial",12,1108,1,1,"valid","valid","musicreaders"
"289",3701,6094448,"complete","block a","musicreaders","trial",13,2083,1,0,"valid","valid","musicreaders"
"290",3713,6094448,"complete","block a","musicreaders","trial",14,5378,1,0,"invalid","invalid","musicreaders"
"291",3725,6094448,"complete","block a","musicreaders","trial",15,1453,1,1,"neutral","neutral","musicreaders"
"292",3737,6094448,"complete","block a","musicreaders","trial",16,1308,1,1,"neutral","neutral","musicreaders"
"293",3749,6094448,"complete","block a","musicreaders","trial",17,1889,1,1,"valid","valid","musicreaders"
"294",3761,6094448,"complete","block a","musicreaders","trial",18,1583,1,1,"invalid","invalid","musicreaders"
"295",3773,6094448,"complete","block a","musicreaders","trial",19,1346,1,1,"valid","valid","musicreaders"
"296",3785,6094448,"complete","block a","musicreaders","trial",20,2453,1,1,"valid","valid","musicreaders"
"297",3797,6094448,"complete","block a","musicreaders","trial",21,3111,1,1,"valid","valid","musicreaders"
