"","X","Participant.Private.ID","Task.Name","branch.53l8.x","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability","branch.53l8.y","BI_01","AE_mean","PA_mean","MT_mean","SA_mean","EM_mean","GM_mean"
"1",1,5613339,"EXPERIMENT 1a","musicreaders","trial",1,4986.1,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"2",16,5613339,"EXPERIMENT1b","musicreaders","trial",1,2296.2,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"3",2,5613339,"EXPERIMENT 1a","musicreaders","trial",2,5488.8,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"4",17,5613339,"EXPERIMENT1b","musicreaders","trial",2,2624,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"5",6,5613339,"EXPERIMENT 1a","musicreaders","trial",3,4081.2,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"6",18,5613339,"EXPERIMENT1b","musicreaders","trial",3,1727.3,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"7",7,5613339,"EXPERIMENT 1a","musicreaders","trial",4,1590.4,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"8",19,5613339,"EXPERIMENT1b","musicreaders","trial",4,2981.5,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"9",8,5613339,"EXPERIMENT 1a","musicreaders","trial",5,1730.7,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"10",20,5613339,"EXPERIMENT1b","musicreaders","trial",5,3129.9,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"11",9,5613339,"EXPERIMENT 1a","musicreaders","trial",6,3148.9,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"12",21,5613339,"EXPERIMENT1b","musicreaders","trial",6,1649.6,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"13",10,5613339,"EXPERIMENT 1a","musicreaders","trial",7,2623.7,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"14",22,5613339,"EXPERIMENT1b","musicreaders","trial",7,5831.4,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"15",11,5613339,"EXPERIMENT 1a","musicreaders","trial",8,2586.3,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"16",23,5613339,"EXPERIMENT1b","musicreaders","trial",8,5052.1,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"17",12,5613339,"EXPERIMENT 1a","musicreaders","trial",9,1897.1,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"18",24,5613339,"EXPERIMENT1b","musicreaders","trial",9,3147.7,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"19",13,5613339,"EXPERIMENT 1a","musicreaders","trial",10,1729.1,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"20",25,5613339,"EXPERIMENT1b","musicreaders","trial",10,3825.4,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"21",14,5613339,"EXPERIMENT 1a","musicreaders","trial",11,2495.2,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"22",26,5613339,"EXPERIMENT1b","musicreaders","trial",11,2107.8,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"23",15,5613339,"EXPERIMENT 1a","musicreaders","trial",12,8577.6,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"24",27,5613339,"EXPERIMENT1b","musicreaders","trial",12,2202.7,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"25",3,5613339,"EXPERIMENT 1a","musicreaders","trial",13,2673.9,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"26",28,5613339,"EXPERIMENT1b","musicreaders","trial",13,2200.9,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"27",4,5613339,"EXPERIMENT 1a","musicreaders","trial",14,2315.8,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"28",29,5613339,"EXPERIMENT1b","musicreaders","trial",14,2730.2,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"29",5,5613339,"EXPERIMENT 1a","musicreaders","trial",15,2132.1,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"30",30,5613339,"EXPERIMENT1b","musicreaders","trial",15,2033.8,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"31",31,5613339,"EXPERIMENT1b","musicreaders","trial",16,1604,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"32",42,5613339,"EXPERIMENT 1a","musicreaders","trial",16,2510,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"33",32,5613339,"EXPERIMENT1b","musicreaders","trial",17,2868.8,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"34",43,5613339,"EXPERIMENT 1a","musicreaders","trial",17,2625.6,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"35",33,5613339,"EXPERIMENT1b","musicreaders","trial",18,3069.3,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"36",44,5613339,"EXPERIMENT 1a","musicreaders","trial",18,4464.8,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"37",34,5613339,"EXPERIMENT1b","musicreaders","trial",19,2622.4,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"38",41,5613339,"EXPERIMENT 1a","musicreaders","trial",19,2488,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"39",35,5613339,"EXPERIMENT1b","musicreaders","trial",20,2223.6,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"40",45,5613339,"EXPERIMENT 1a","musicreaders","trial",20,1599,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"41",36,5613339,"EXPERIMENT1b","musicreaders","trial",21,2440.5,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"42",46,5613339,"EXPERIMENT 1a","musicreaders","trial",21,1926.2,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"43",37,5613339,"EXPERIMENT1b","musicreaders","trial",22,2934.2,1,1,"invalid","invalid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"44",39,5613339,"EXPERIMENT 1a","musicreaders","trial",22,1449.8,1,1,"neutral","neutral","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"45",38,5613339,"EXPERIMENT1b","musicreaders","trial",23,1775.6,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"46",40,5613339,"EXPERIMENT 1a","musicreaders","trial",23,1409.8,1,1,"valid","valid","musicreaders","musicreaders","bass guitar",5.666666667,6.888888889,5.428571429,5.714285714,6.166666667,5.888888889
"47",52,5627762,"EXPERIMENT1b","musicreaders","trial",1,2690.1,1,0,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"48",54,5627762,"EXPERIMENT 1a","musicreaders","trial",1,8838.9,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"49",53,5627762,"EXPERIMENT1b","musicreaders","trial",2,3257.9,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"50",55,5627762,"EXPERIMENT 1a","musicreaders","trial",2,1441.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"51",47,5627762,"EXPERIMENT1b","musicreaders","trial",3,3508.2,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"52",56,5627762,"EXPERIMENT 1a","musicreaders","trial",3,2406.8,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"53",50,5627762,"EXPERIMENT1b","musicreaders","trial",4,1842.3,1,1,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"54",57,5627762,"EXPERIMENT 1a","musicreaders","trial",4,2659.3,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"55",51,5627762,"EXPERIMENT1b","musicreaders","trial",5,4612.1,1,1,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"56",58,5627762,"EXPERIMENT 1a","musicreaders","trial",5,1340.5,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"57",48,5627762,"EXPERIMENT1b","musicreaders","trial",6,2474.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"58",59,5627762,"EXPERIMENT 1a","musicreaders","trial",6,7695.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"59",49,5627762,"EXPERIMENT1b","musicreaders","trial",7,27325.4,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"60",60,5627762,"EXPERIMENT 1a","musicreaders","trial",7,3142.2,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"61",61,5627762,"EXPERIMENT 1a","musicreaders","trial",8,1261.7,1,0,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"62",86,5627762,"EXPERIMENT1b","musicreaders","trial",8,2259.7,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"63",62,5627762,"EXPERIMENT 1a","musicreaders","trial",9,3557.6,1,0,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"64",87,5627762,"EXPERIMENT1b","musicreaders","trial",9,5116.3,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"65",63,5627762,"EXPERIMENT 1a","musicreaders","trial",10,4709.7,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"66",88,5627762,"EXPERIMENT1b","musicreaders","trial",10,50225,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"67",64,5627762,"EXPERIMENT 1a","musicreaders","trial",11,2139.5,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"68",89,5627762,"EXPERIMENT1b","musicreaders","trial",11,2041.9,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"69",65,5627762,"EXPERIMENT 1a","musicreaders","trial",12,2525.8,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"70",77,5627762,"EXPERIMENT1b","musicreaders","trial",12,3694.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"71",66,5627762,"EXPERIMENT 1a","musicreaders","trial",13,1142.9,1,1,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"72",78,5627762,"EXPERIMENT1b","musicreaders","trial",13,1776.8,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"73",67,5627762,"EXPERIMENT 1a","musicreaders","trial",14,3275.9,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"74",79,5627762,"EXPERIMENT1b","musicreaders","trial",14,2141.7,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"75",68,5627762,"EXPERIMENT 1a","musicreaders","trial",15,3775.1,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"76",80,5627762,"EXPERIMENT1b","musicreaders","trial",15,3176.4,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"77",69,5627762,"EXPERIMENT 1a","musicreaders","trial",16,3790.5,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"78",81,5627762,"EXPERIMENT1b","musicreaders","trial",16,4026.5,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"79",70,5627762,"EXPERIMENT 1a","musicreaders","trial",17,2725.4,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"80",82,5627762,"EXPERIMENT1b","musicreaders","trial",17,1691.8,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"81",71,5627762,"EXPERIMENT 1a","musicreaders","trial",18,3075.6,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"82",83,5627762,"EXPERIMENT1b","musicreaders","trial",18,4391.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"83",72,5627762,"EXPERIMENT 1a","musicreaders","trial",19,4224.3,1,1,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"84",84,5627762,"EXPERIMENT1b","musicreaders","trial",19,1844.2,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"85",73,5627762,"EXPERIMENT 1a","musicreaders","trial",20,1691.4,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"86",85,5627762,"EXPERIMENT1b","musicreaders","trial",20,1362.2,1,0,"neutral","neutral","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"87",74,5627762,"EXPERIMENT 1a","musicreaders","trial",21,3426.1,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"88",90,5627762,"EXPERIMENT1b","musicreaders","trial",21,31011.3,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"89",75,5627762,"EXPERIMENT 1a","musicreaders","trial",22,4559.9,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"90",91,5627762,"EXPERIMENT1b","musicreaders","trial",22,4292.8,1,1,"invalid","invalid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"91",76,5627762,"EXPERIMENT 1a","musicreaders","trial",23,3276.4,1,1,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"92",92,5627762,"EXPERIMENT1b","musicreaders","trial",23,1992.6,1,0,"valid","valid","musicreaders","musicreaders","Drums",5,6.333333333,5,3.428571429,4.833333333,4.722222222
"93",106,5628433,"block c","nonreaders","trial",1,4684.6,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"94",133,5628433,"block b","nonreaders","trial",1,2924.2,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"95",98,5628433,"block c","nonreaders","trial",2,3023.6,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"96",134,5628433,"block b","nonreaders","trial",2,3427.2,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"97",94,5628433,"block c","nonreaders","trial",3,2294.3,1,1,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"98",131,5628433,"block b","nonreaders","trial",3,4343.7,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"99",96,5628433,"block c","nonreaders","trial",4,3006.9,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"100",132,5628433,"block b","nonreaders","trial",4,2162.3,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"101",97,5628433,"block c","nonreaders","trial",5,2759.7,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"102",138,5628433,"block b","nonreaders","trial",5,2308.5,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"103",95,5628433,"block c","nonreaders","trial",6,3455.4,1,0,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"104",135,5628433,"block b","nonreaders","trial",6,3070.2,1,0,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"105",93,5628433,"block c","nonreaders","trial",7,2615.9,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"106",129,5628433,"block b","nonreaders","trial",7,3815.1,1,1,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"107",111,5628433,"block c","nonreaders","trial",8,6392.8,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"108",115,5628433,"block b","nonreaders","trial",8,3618.7,1,1,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"109",103,5628433,"block b","nonreaders","trial",9,1317.4,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"110",112,5628433,"block c","nonreaders","trial",9,3775.5,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"111",104,5628433,"block b","nonreaders","trial",10,3202.3,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"112",136,5628433,"block c","nonreaders","trial",10,3329.4,1,1,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"113",105,5628433,"block b","nonreaders","trial",11,2524.3,1,0,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"114",137,5628433,"block c","nonreaders","trial",11,1952.4,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"115",110,5628433,"block b","nonreaders","trial",12,2733.7,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"116",130,5628433,"block c","nonreaders","trial",12,2495.9,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"117",107,5628433,"block b","nonreaders","trial",13,4284.3,1,1,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"118",118,5628433,"block c","nonreaders","trial",13,3120.7,1,0,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"119",108,5628433,"block b","nonreaders","trial",14,2203.8,1,1,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"120",119,5628433,"block c","nonreaders","trial",14,2823.3,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"121",100,5628433,"block b","nonreaders","trial",15,2930.7,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"122",120,5628433,"block c","nonreaders","trial",15,1476.5,1,0,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"123",101,5628433,"block b","nonreaders","trial",16,3062,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"124",121,5628433,"block c","nonreaders","trial",16,1808.9,1,1,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"125",102,5628433,"block b","nonreaders","trial",17,2636.8,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"126",122,5628433,"block c","nonreaders","trial",17,1759.1,1,1,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"127",99,5628433,"block b","nonreaders","trial",18,2360.1,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"128",123,5628433,"block c","nonreaders","trial",18,1779,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"129",109,5628433,"block c","nonreaders","trial",19,3134.6,1,0,"invalid","invalid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"130",113,5628433,"block b","nonreaders","trial",19,2689.1,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"131",114,5628433,"block c","nonreaders","trial",20,2769.2,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"132",127,5628433,"block b","nonreaders","trial",20,1645.8,1,0,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"133",124,5628433,"block c","nonreaders","trial",21,1697.3,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"134",128,5628433,"block b","nonreaders","trial",21,2918,1,0,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"135",116,5628433,"block b","nonreaders","trial",22,1875.8,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"136",125,5628433,"block c","nonreaders","trial",22,1489.5,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"137",117,5628433,"block b","nonreaders","trial",23,2068.1,1,0,"neutral","neutral","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"138",126,5628433,"block c","nonreaders","trial",23,2167.9,1,1,"valid","valid","nonreaders","nonreaders","",2.777777778,3.555555556,1,1.285714286,4.5,1.555555556
"139",139,5628783,"block a","musicreaders","trial",1,4478,1,1,"invalid","invalid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"140",165,5628783,"block b","musicreaders","trial",1,3704,1,1,"valid","valid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"141",140,5628783,"block a","musicreaders","trial",2,1977,1,0,"valid","valid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"142",166,5628783,"block b","musicreaders","trial",2,1900,1,0,"neutral","neutral","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"143",141,5628783,"block a","musicreaders","trial",3,1851,1,0,"valid","valid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"144",167,5628783,"block b","musicreaders","trial",3,2284,1,0,"invalid","invalid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"145",142,5628783,"block a","musicreaders","trial",4,1494,1,0,"invalid","invalid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"146",168,5628783,"block b","musicreaders","trial",4,1259,1,0,"invalid","invalid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"147",143,5628783,"block a","musicreaders","trial",5,5034,1,0,"neutral","neutral","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"148",169,5628783,"block b","musicreaders","trial",5,3628,1,0,"valid","valid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
"149",144,5628783,"block a","musicreaders","trial",6,1074,1,1,"valid","valid","musicreaders","musicreaders","piano",3.444444444,4.111111111,1.857142857,3.571428571,6.5,3.166666667
